item_id,title,category,subcategory,price,currency,tags,description,brand,target_gender,age_group_label,age_min,age_max,rating,stock,created_at
138745,Classic Wind Chime,Gardening & Decor,Wind Chime,555.29,INR,"wind_chime,gardening_&_decor,gift,custom,for-kids","Classic Wind Chime by SoundX. A great gift for boys in the child age group. Practical, stylish and long-lasting.",SoundX,boys,child,3,12,4.05,267,2025-08-27
138746,Modern Name Necklace,Personalized Gifts,Name Necklace,259.67,INR,"name_necklace,personalized_gifts,for-her,custom,office",Modern Name Necklace is crafted with care by ThermoCo. A delightful present for child who loves name necklace.,ThermoCo,unisex,child,3,12,4.69,6,2025-02-09
138747,Minimal Children's Book,Books,Children's Book,710.83,INR,"children's_book,books,office,birthday,travel","Minimal Children's Book by ShineCraft. A great gift for boys in the teen age group. Practical, stylish and long-lasting.",ShineCraft,boys,teen,13,19,4.44,356,2025-09-10
138748,Premium Grooming Kit,Beauty & Personal Care,Grooming Kit,985.75,INR,"grooming_kit,beauty_&_personal_care,budget,anniversary,custom","Premium Grooming Kit by GlowUp. A great gift for boys in the teen age group. Practical, stylish and long-lasting.",GlowUp,boys,teen,13,19,4.03,474,2025-11-15
138749,Stylish Sports Band,Fitness & Sports,Sports Band,556.89,INR,"sports_band,fitness_&_sports,custom,home,birthday","Stylish Sports Band by GlowUp. A great gift for unisex in the senior age group. Practical, stylish and long-lasting.",GlowUp,unisex,senior,61,100,3.1,49,2025-11-02
138750,Cute Headphones,Electronics,Headphones,65.93,INR,"headphones,electronics,for-kids,travel,budget","Give the Cute Headphones as a thoughtful gift — high-quality, well-designed and ideal for boys.",CustomCraft,boys,senior,61,100,3.73,281,2025-07-20
138751,Portable Tea Gift Set,Food & Beverages,Tea Gift Set,50.0,INR,"tea_gift_set,food_&_beverages,handmade,for-her,budget",Portable Tea Gift Set is crafted with care by GlowUp. A delightful present for child who loves tea gift set.,GlowUp,unisex,child,3,12,3.54,237,2025-04-03
138752,Stylish Fitness Band,Electronics,Fitness Band,186.24,INR,"fitness_band,electronics,handmade,gift,festival","Give the Stylish Fitness Band as a thoughtful gift — high-quality, well-designed and ideal for unisex.",HandyGifts,unisex,senior,61,100,5.0,285,2025-07-22
138753,Colorful Pendant,Jewelry,Pendant,200.84,INR,"pendant,jewelry,for-kids,portable,gift",Colorful Pendant is crafted with care by GreenLeaf. A delightful present for child who loves pendant.,GreenLeaf,unisex,child,3,12,4.72,369,2025-03-23
138754,Comfort Planter,Gardening & Decor,Planter,2049.5,INR,"planter,gardening_&_decor,for-kids,portable,gift",HomeSoul presents the Comfort Planter. Perfect for birthdays and special occasions. Compact and easy to carry.,HomeSoul,girls,adult,36,60,5.0,225,2025-10-01
138755,Minimal Cookbook,Books,Cookbook,50.0,INR,"cookbook,books,luxury,custom,handmade","Minimal Cookbook by ChocoDelight. A great gift for unisex in the young_adult age group. Practical, stylish and long-lasting.",ChocoDelight,unisex,young_adult,20,35,3.74,91,2025-02-09
138756,Minimal Terrarium Kit,Gardening & Decor,Terrarium Kit,356.62,INR,"terrarium_kit,gardening_&_decor,budget,home,festival","Minimal Terrarium Kit by WriteWell. A great gift for girls in the child age group. Practical, stylish and long-lasting.",WriteWell,girls,child,3,12,3.05,3,2025-03-14
138757,Cute Plush Toy,Toys & Games,Plush Toy,131.59,INR,"plush_toy,toys_&_games,for-kids,valentine,anniversary",Cute Plush Toy is crafted with care by ShineCraft. A delightful present for young_adult who loves plush toy.,ShineCraft,unisex,young_adult,20,35,4.21,452,2025-10-17
138758,Cute Bluetooth Speaker,Electronics,Bluetooth Speaker,157.2,INR,"bluetooth_speaker,electronics,birthday,custom,valentine","Give the Cute Bluetooth Speaker as a thoughtful gift — high-quality, well-designed and ideal for boys.",GlowUp,boys,senior,61,100,3.61,358,2025-10-27
138759,Colorful Board Game,Toys & Games,Board Game,187.02,INR,"board_game,toys_&_games,home,luxury,portable",Colorful Board Game is crafted with care by SparkModa. A delightful present for teen who loves board game.,SparkModa,boys,teen,13,19,3.97,6,2025-09-05
138760,Compact Belt,Fashion Accessories,Belt,889.92,INR,"belt,fashion_accessories,eco,for-kids,handmade","Compact Belt by ChocoDelight. A great gift for girls in the adult age group. Practical, stylish and long-lasting.",ChocoDelight,girls,adult,36,60,3.83,374,2025-02-12
138761,Vibrant Sticky Notes,Stationery,Sticky Notes,61.23,INR,"sticky_notes,stationery,anniversary,luxury,travel","Give the Vibrant Sticky Notes as a thoughtful gift — high-quality, well-designed and ideal for unisex.",BrightHome,unisex,adult,36,60,3.87,147,2025-03-01
138762,Modern Tie,Fashion Accessories,Tie,3139.82,INR,"tie,fashion_accessories,custom,portable,birthday","Modern Tie by FitTrack. A great gift for girls in the senior age group. Practical, stylish and long-lasting.",FitTrack,girls,senior,61,100,3.93,146,2025-06-12
138763,Artisan Bath Bombs,Beauty & Personal Care,Bath Bombs,500.88,INR,"bath_bombs,beauty_&_personal_care,travel,for-him,eco","Artisan Bath Bombs by HandyGifts. A great gift for boys in the young_adult age group. Practical, stylish and long-lasting.",HandyGifts,boys,young_adult,20,35,3.58,270,2025-06-19
138764,Luxury Wallet,Fashion Accessories,Wallet,2338.25,INR,"wallet,fashion_accessories,gift,office,travel",PeakActive presents the Luxury Wallet. Perfect for birthdays and special occasions. Compact and easy to carry.,PeakActive,unisex,teen,13,19,3.86,194,2025-08-16
138765,Colorful Puzzle,Toys & Games,Puzzle,61.95,INR,"puzzle,toys_&_games,gift,portable,budget","Colorful Puzzle by ChocoDelight. A great gift for girls in the adult age group. Practical, stylish and long-lasting.",ChocoDelight,girls,adult,36,60,4.2,20,2025-01-25
138766,Deluxe Wallet,Fashion Accessories,Wallet,403.29,INR,"wallet,fashion_accessories,for-kids,anniversary,valentine","Deluxe Wallet by WriteWell. A great gift for unisex in the young_adult age group. Practical, stylish and long-lasting.",WriteWell,unisex,young_adult,20,35,4.14,41,2025-10-25
138767,Compact Photo Collage,Personalized Gifts,Photo Collage,589.89,INR,"photo_collage,personalized_gifts,handmade,valentine,for-kids",Compact Photo Collage is crafted with care by SparkModa. A delightful present for child who loves photo collage.,SparkModa,girls,child,3,12,4.06,11,2025-01-02
138768,Luxury Notebooks,Stationery,Notebooks,317.26,INR,"notebooks,stationery,for-him,luxury,eco",Luxury Notebooks is crafted with care by UrbanCraft. A delightful present for teen who loves notebooks.,UrbanCraft,boys,teen,13,19,3.38,241,2025-02-15
138769,Vibrant Necklace,Jewelry,Necklace,435.31,INR,"necklace,jewelry,travel,festival,budget","Vibrant Necklace by ShineCraft. A great gift for girls in the child age group. Practical, stylish and long-lasting.",ShineCraft,girls,child,3,12,4.0,489,2025-03-07
138770,Deluxe Planner,Stationery,Planner,4655.94,INR,"planner,stationery,valentine,for-her,portable","Deluxe Planner by StoryNest. A great gift for boys in the adult age group. Practical, stylish and long-lasting.",StoryNest,boys,adult,36,60,3.8,164,2025-08-11
138771,Artisan Headphones,Electronics,Headphones,905.39,INR,"headphones,electronics,anniversary,for-kids,handmade",Artisan Headphones is crafted with care by UrbanCraft. A delightful present for senior who loves headphones.,UrbanCraft,unisex,senior,61,100,4.09,387,2025-05-04
138772,Slim Cap,Fashion Accessories,Cap,74.27,INR,"cap,fashion_accessories,for-him,travel,custom",Slim Cap is crafted with care by GlowUp. A delightful present for senior who loves cap.,GlowUp,girls,senior,61,100,4.65,2,2025-02-11
138773,Slim Gourmet Snacks,Food & Beverages,Gourmet Snacks,95.95,INR,"gourmet_snacks,food_&_beverages,eco,luxury,home",Slim Gourmet Snacks is crafted with care by ShineCraft. A delightful present for teen who loves gourmet snacks.,ShineCraft,girls,teen,13,19,3.75,126,2025-10-12
138774,Vibrant Cookware,Home & Kitchen,Cookware,242.45,INR,"cookware,home_&_kitchen,for-kids,festival,for-him",CalmScents presents the Vibrant Cookware. Perfect for birthdays and special occasions. Compact and easy to carry.,CalmScents,girls,teen,13,19,4.16,296,2025-06-20
138775,Minimal Fairy Lights,Gardening & Decor,Fairy Lights,112.05,INR,"fairy_lights,gardening_&_decor,festival,home,valentine",StoryNest presents the Minimal Fairy Lights. Perfect for birthdays and special occasions. Compact and easy to carry.,StoryNest,unisex,young_adult,20,35,3.87,481,2025-02-23
138776,Stylish Bath Bombs,Beauty & Personal Care,Bath Bombs,537.19,INR,"bath_bombs,beauty_&_personal_care,home,for-her,custom",Stylish Bath Bombs is crafted with care by GreenLeaf. A delightful present for young_adult who loves bath bombs.,GreenLeaf,girls,young_adult,20,35,4.03,140,2025-01-14
138777,Vibrant Sports Band,Fitness & Sports,Sports Band,128.21,INR,"sports_band,fitness_&_sports,for-her,eco,valentine","Give the Vibrant Sports Band as a thoughtful gift — high-quality, well-designed and ideal for boys.",GreenLeaf,boys,young_adult,20,35,3.11,5,2025-06-12
138778,Modern Non-Fiction,Books,Non-Fiction,991.95,INR,"non-fiction,books,eco,valentine,luxury",Modern Non-Fiction is crafted with care by CustomCraft. A delightful present for teen who loves non-fiction.,CustomCraft,unisex,teen,13,19,3.8,142,2025-05-11
138779,Deluxe Bracelet,Jewelry,Bracelet,2063.73,INR,"bracelet,jewelry,office,portable,anniversary",UrbanCraft presents the Deluxe Bracelet. Perfect for birthdays and special occasions. Compact and easy to carry.,UrbanCraft,unisex,teen,13,19,4.06,153,2025-02-28
138780,Premium Bracelet,Jewelry,Bracelet,1564.28,INR,"bracelet,jewelry,travel,for-kids,custom",Premium Bracelet is crafted with care by StoryNest. A delightful present for child who loves bracelet.,StoryNest,unisex,child,3,12,3.47,290,2025-05-03
138781,Classic Cap,Fashion Accessories,Cap,484.05,INR,"cap,fashion_accessories,handmade,valentine,travel","Classic Cap by CalmScents. A great gift for unisex in the adult age group. Practical, stylish and long-lasting.",CalmScents,unisex,adult,36,60,3.49,150,2025-09-01
138782,Personalized Photo Collage,Personalized Gifts,Photo Collage,675.69,INR,"photo_collage,personalized_gifts,portable,budget,handmade",Personalized Photo Collage is crafted with care by GreenLeaf. A delightful present for senior who loves photo collage.,GreenLeaf,unisex,senior,61,100,4.46,91,2025-11-15
138783,Stylish Fiction,Books,Fiction,57.22,INR,"fiction,books,gift,eco,travel",PowerGo presents the Stylish Fiction. Perfect for birthdays and special occasions. Compact and easy to carry.,PowerGo,unisex,child,3,12,3.67,63,2025-03-12
138784,Handcrafted Necklace,Jewelry,Necklace,355.06,INR,"necklace,jewelry,travel,valentine,eco",Handcrafted Necklace is crafted with care by SoundX. A delightful present for young_adult who loves necklace.,SoundX,unisex,young_adult,20,35,4.69,245,2025-03-25
138785,Modern Dumbbell Set,Fitness & Sports,Dumbbell Set,1438.01,INR,"dumbbell_set,fitness_&_sports,custom,office,valentine","Modern Dumbbell Set by SoundX. A great gift for girls in the teen age group. Practical, stylish and long-lasting.",SoundX,girls,teen,13,19,4.13,226,2025-02-13
138786,Classic Wind Chime,Gardening & Decor,Wind Chime,196.18,INR,"wind_chime,gardening_&_decor,office,for-her,handmade","Classic Wind Chime by StoryNest. A great gift for unisex in the young_adult age group. Practical, stylish and long-lasting.",StoryNest,unisex,young_adult,20,35,3.67,186,2025-07-09
138787,Stylish Earrings,Jewelry,Earrings,390.49,INR,"earrings,jewelry,anniversary,office,budget",SparkModa presents the Stylish Earrings. Perfect for birthdays and special occasions. Compact and easy to carry.,SparkModa,girls,senior,61,100,3.34,83,2025-01-19
138788,Artisan Wall Art,Home & Kitchen,Wall Art,1320.57,INR,"wall_art,home_&_kitchen,luxury,handmade,budget",ChocoDelight presents the Artisan Wall Art. Perfect for birthdays and special occasions. Compact and easy to carry.,ChocoDelight,unisex,senior,61,100,4.19,140,2025-03-01
138789,Handcrafted Coffee Beans,Food & Beverages,Coffee Beans,267.24,INR,"coffee_beans,food_&_beverages,for-kids,home,eco","Give the Handcrafted Coffee Beans as a thoughtful gift — high-quality, well-designed and ideal for girls.",TeaTime,girls,child,3,12,3.86,170,2025-01-14
138790,Handcrafted Perfume,Beauty & Personal Care,Perfume,539.86,INR,"perfume,beauty_&_personal_care,birthday,portable,custom","Handcrafted Perfume by BrightHome. A great gift for unisex in the young_adult age group. Practical, stylish and long-lasting.",BrightHome,unisex,young_adult,20,35,3.6,418,2025-11-20
138791,Comfort Self Help,Books,Self Help,517.04,INR,"self_help,books,birthday,anniversary,home","Give the Comfort Self Help as a thoughtful gift — high-quality, well-designed and ideal for unisex.",HomeSoul,unisex,child,3,12,3.09,416,2025-03-09
138792,Modern Children's Book,Books,Children's Book,963.54,INR,"children's_book,books,for-him,custom,portable","Modern Children's Book by HandyGifts. A great gift for unisex in the teen age group. Practical, stylish and long-lasting.",HandyGifts,unisex,teen,13,19,3.84,45,2025-09-01
138793,Colorful Engraved Keychain,Personalized Gifts,Engraved Keychain,714.45,INR,"engraved_keychain,personalized_gifts,valentine,handmade,for-her",FrameArt presents the Colorful Engraved Keychain. Perfect for birthdays and special occasions. Compact and easy to carry.,FrameArt,boys,senior,61,100,3.58,335,2025-06-22
138794,Compact Bluetooth Speaker,Electronics,Bluetooth Speaker,622.07,INR,"bluetooth_speaker,electronics,handmade,custom,eco","Give the Compact Bluetooth Speaker as a thoughtful gift — high-quality, well-designed and ideal for girls.",ThermoCo,girls,teen,13,19,4.16,110,2025-04-16
138795,Handcrafted Sunglasses,Fashion Accessories,Sunglasses,69.16,INR,"sunglasses,fashion_accessories,for-him,anniversary,birthday","Give the Handcrafted Sunglasses as a thoughtful gift — high-quality, well-designed and ideal for unisex.",CustomCraft,unisex,adult,36,60,4.12,402,2025-10-28
138796,Slim Fiction,Books,Fiction,875.85,INR,"fiction,books,portable,anniversary,for-him",ThermoCo presents the Slim Fiction. Perfect for birthdays and special occasions. Compact and easy to carry.,ThermoCo,unisex,child,3,12,3.92,339,2025-04-20
138797,Eco Bath Bombs,Beauty & Personal Care,Bath Bombs,691.78,INR,"bath_bombs,beauty_&_personal_care,eco,for-her,luxury",Eco Bath Bombs is crafted with care by HomeSoul. A delightful present for teen who loves bath bombs.,HomeSoul,unisex,teen,13,19,3.09,98,2025-06-14
138798,Personalized Pendant,Jewelry,Pendant,114.27,INR,"pendant,jewelry,custom,for-him,for-kids","Give the Personalized Pendant as a thoughtful gift — high-quality, well-designed and ideal for girls.",GreenLeaf,girls,teen,13,19,3.88,247,2025-04-27
138799,Premium Leather Journal,Stationery,Leather Journal,786.3,INR,"leather_journal,stationery,custom,valentine,for-kids",StoryNest presents the Premium Leather Journal. Perfect for birthdays and special occasions. Compact and easy to carry.,StoryNest,unisex,senior,61,100,4.6,326,2025-08-16
138800,Artisan Tea Gift Set,Food & Beverages,Tea Gift Set,255.43,INR,"tea_gift_set,food_&_beverages,eco,office,budget","Give the Artisan Tea Gift Set as a thoughtful gift — high-quality, well-designed and ideal for boys.",FitTrack,boys,teen,13,19,3.71,164,2025-11-21
138801,Colorful Self Help,Books,Self Help,152.35,INR,"self_help,books,festival,travel,gift",Colorful Self Help is crafted with care by CalmScents. A delightful present for young_adult who loves self help.,CalmScents,girls,young_adult,20,35,3.69,368,2025-02-08
138802,Elegant Headphones,Electronics,Headphones,198.56,INR,"headphones,electronics,handmade,custom,festival",GreenLeaf presents the Elegant Headphones. Perfect for birthdays and special occasions. Compact and easy to carry.,GreenLeaf,boys,child,3,12,4.31,155,2025-08-23
138803,Stylish Cap,Fashion Accessories,Cap,533.44,INR,"cap,fashion_accessories,valentine,custom,travel","Stylish Cap by ThermoCo. A great gift for boys in the senior age group. Practical, stylish and long-lasting.",ThermoCo,boys,senior,61,100,3.72,210,2025-02-21
138804,Handcrafted Sticky Notes,Stationery,Sticky Notes,246.18,INR,"sticky_notes,stationery,home,eco,budget",GlowUp presents the Handcrafted Sticky Notes. Perfect for birthdays and special occasions. Compact and easy to carry.,GlowUp,unisex,senior,61,100,4.17,84,2025-10-23
138805,Vibrant Planner,Stationery,Planner,142.23,INR,"planner,stationery,eco,budget,home","Vibrant Planner by StoryNest. A great gift for unisex in the adult age group. Practical, stylish and long-lasting.",StoryNest,unisex,adult,36,60,3.94,482,2025-10-12
138806,Personalized Coffee Beans,Food & Beverages,Coffee Beans,1524.74,INR,"coffee_beans,food_&_beverages,valentine,luxury,gift",Personalized Coffee Beans is crafted with care by ShineCraft. A delightful present for senior who loves coffee beans.,ShineCraft,unisex,senior,61,100,4.35,60,2025-11-21
138807,Minimal Sports Band,Fitness & Sports,Sports Band,684.89,INR,"sports_band,fitness_&_sports,festival,custom,travel",Minimal Sports Band is crafted with care by SoundX. A delightful present for senior who loves sports band.,SoundX,unisex,senior,61,100,4.72,196,2025-02-15
138808,Classic Skipping Rope,Fitness & Sports,Skipping Rope,384.87,INR,"skipping_rope,fitness_&_sports,eco,travel,office",Classic Skipping Rope is crafted with care by HomeSoul. A delightful present for adult who loves skipping rope.,HomeSoul,unisex,adult,36,60,4.69,331,2025-07-28
138809,Compact Cap,Fashion Accessories,Cap,1165.7,INR,"cap,fashion_accessories,home,for-him,for-her","Compact Cap by ChocoDelight. A great gift for unisex in the young_adult age group. Practical, stylish and long-lasting.",ChocoDelight,unisex,young_adult,20,35,3.86,386,2025-11-03
138810,Modern Pen Set,Stationery,Pen Set,592.67,INR,"pen_set,stationery,custom,for-him,eco","Give the Modern Pen Set as a thoughtful gift — high-quality, well-designed and ideal for unisex.",ChocoDelight,unisex,young_adult,20,35,4.34,184,2025-01-02
138811,Classic Water Bottle,Fitness & Sports,Water Bottle,282.54,INR,"water_bottle,fitness_&_sports,travel,for-him,office",Classic Water Bottle is crafted with care by CalmScents. A delightful present for adult who loves water bottle.,CalmScents,girls,adult,36,60,4.29,319,2025-10-17
138812,Portable Earrings,Jewelry,Earrings,683.52,INR,"earrings,jewelry,handmade,eco,festival","Portable Earrings by GreenLeaf. A great gift for girls in the adult age group. Practical, stylish and long-lasting.",GreenLeaf,girls,adult,36,60,3.55,182,2025-05-25
138813,Slim Photo Collage,Personalized Gifts,Photo Collage,731.81,INR,"photo_collage,personalized_gifts,custom,for-him,for-kids","Slim Photo Collage by PeakActive. A great gift for unisex in the young_adult age group. Practical, stylish and long-lasting.",PeakActive,unisex,young_adult,20,35,3.93,104,2025-04-15
138814,Minimal Necklace,Jewelry,Necklace,619.84,INR,"necklace,jewelry,home,for-him,birthday","Give the Minimal Necklace as a thoughtful gift — high-quality, well-designed and ideal for unisex.",UrbanCraft,unisex,adult,36,60,4.34,488,2025-02-05
138815,Smart Cookware,Home & Kitchen,Cookware,50.0,INR,"cookware,home_&_kitchen,budget,travel,luxury",StoryNest presents the Smart Cookware. Perfect for birthdays and special occasions. Compact and easy to carry.,StoryNest,boys,senior,61,100,3.74,134,2025-04-11
138816,Artisan Educational Toy,Toys & Games,Educational Toy,431.81,INR,"educational_toy,toys_&_games,for-him,travel,anniversary","Artisan Educational Toy by FrameArt. A great gift for girls in the young_adult age group. Practical, stylish and long-lasting.",FrameArt,girls,young_adult,20,35,3.72,142,2025-04-05
138817,Classic Children's Book,Books,Children's Book,1028.54,INR,"children's_book,books,luxury,handmade,eco",CustomCraft presents the Classic Children's Book. Perfect for birthdays and special occasions. Compact and easy to carry.,CustomCraft,unisex,teen,13,19,3.64,346,2025-06-09
138818,Handcrafted Necklace,Jewelry,Necklace,1330.81,INR,"necklace,jewelry,travel,budget,festival",PowerGo presents the Handcrafted Necklace. Perfect for birthdays and special occasions. Compact and easy to carry.,PowerGo,boys,child,3,12,4.53,385,2025-10-20
138819,Deluxe Tie,Fashion Accessories,Tie,1360.82,INR,"tie,fashion_accessories,anniversary,for-her,for-him","Give the Deluxe Tie as a thoughtful gift — high-quality, well-designed and ideal for boys.",ShineCraft,boys,young_adult,20,35,4.12,255,2025-04-02
138820,Artisan Photo Collage,Personalized Gifts,Photo Collage,175.29,INR,"photo_collage,personalized_gifts,for-kids,luxury,custom",PeakActive presents the Artisan Photo Collage. Perfect for birthdays and special occasions. Compact and easy to carry.,PeakActive,unisex,senior,61,100,4.61,29,2025-07-25
138821,Stylish Gourmet Snacks,Food & Beverages,Gourmet Snacks,576.37,INR,"gourmet_snacks,food_&_beverages,luxury,travel,festival",Stylish Gourmet Snacks is crafted with care by FrameArt. A delightful present for teen who loves gourmet snacks.,FrameArt,unisex,teen,13,19,4.32,339,2025-03-25
138822,Handcrafted Hairbrush,Beauty & Personal Care,Hairbrush,1147.13,INR,"hairbrush,beauty_&_personal_care,home,for-kids,anniversary","Handcrafted Hairbrush by SparkModa. A great gift for girls in the young_adult age group. Practical, stylish and long-lasting.",SparkModa,girls,young_adult,20,35,3.29,200,2025-04-11
138823,Premium Terrarium Kit,Gardening & Decor,Terrarium Kit,809.95,INR,"terrarium_kit,gardening_&_decor,valentine,handmade,portable","Give the Premium Terrarium Kit as a thoughtful gift — high-quality, well-designed and ideal for girls.",FitTrack,girls,child,3,12,4.43,223,2025-09-22
138824,Premium Grooming Kit,Beauty & Personal Care,Grooming Kit,620.71,INR,"grooming_kit,beauty_&_personal_care,birthday,custom,valentine","Give the Premium Grooming Kit as a thoughtful gift — high-quality, well-designed and ideal for girls.",PowerGo,girls,young_adult,20,35,3.61,232,2025-10-14
138825,Artisan Ring,Jewelry,Ring,94.06,INR,"ring,jewelry,eco,for-her,travel",Artisan Ring is crafted with care by HandyGifts. A delightful present for young_adult who loves ring.,HandyGifts,girls,young_adult,20,35,4.12,180,2025-02-14
138826,Eco Leather Journal,Stationery,Leather Journal,1179.87,INR,"leather_journal,stationery,for-him,luxury,budget",ChocoDelight presents the Eco Leather Journal. Perfect for birthdays and special occasions. Compact and easy to carry.,ChocoDelight,unisex,senior,61,100,3.29,248,2025-05-14
138827,Compact Engraved Keychain,Personalized Gifts,Engraved Keychain,68.08,INR,"engraved_keychain,personalized_gifts,office,home,handmade",StoryNest presents the Compact Engraved Keychain. Perfect for birthdays and special occasions. Compact and easy to carry.,StoryNest,girls,teen,13,19,3.83,252,2025-11-21
138828,Vibrant Gourmet Snacks,Food & Beverages,Gourmet Snacks,213.53,INR,"gourmet_snacks,food_&_beverages,office,eco,for-him","Vibrant Gourmet Snacks by ChocoDelight. A great gift for girls in the senior age group. Practical, stylish and long-lasting.",ChocoDelight,girls,senior,61,100,4.2,434,2025-03-14
138829,Cute Planter,Gardening & Decor,Planter,181.57,INR,"planter,gardening_&_decor,for-him,luxury,for-kids",Cute Planter is crafted with care by BrightHome. A delightful present for young_adult who loves planter.,BrightHome,unisex,young_adult,20,35,4.79,209,2025-05-20
138830,Cute Cookie Tin,Food & Beverages,Cookie Tin,960.89,INR,"cookie_tin,food_&_beverages,custom,for-him,gift","Give the Cute Cookie Tin as a thoughtful gift — high-quality, well-designed and ideal for unisex.",SparkModa,unisex,senior,61,100,4.51,238,2025-02-07
138831,Premium Photo Frame,Home & Kitchen,Photo Frame,50.0,INR,"photo_frame,home_&_kitchen,birthday,eco,travel","Give the Premium Photo Frame as a thoughtful gift — high-quality, well-designed and ideal for girls.",CalmScents,girls,child,3,12,4.57,213,2025-09-10
138832,Artisan Sports Band,Fitness & Sports,Sports Band,133.97,INR,"sports_band,fitness_&_sports,eco,festival,for-kids",Artisan Sports Band is crafted with care by ThermoCo. A delightful present for teen who loves sports band.,ThermoCo,boys,teen,13,19,4.3,22,2025-05-20
138833,Cute Skipping Rope,Fitness & Sports,Skipping Rope,141.84,INR,"skipping_rope,fitness_&_sports,office,birthday,for-him","Cute Skipping Rope by FitTrack. A great gift for unisex in the child age group. Practical, stylish and long-lasting.",FitTrack,unisex,child,3,12,4.82,94,2025-04-15
138834,Premium Yoga Mat,Fitness & Sports,Yoga Mat,2068.38,INR,"yoga_mat,fitness_&_sports,valentine,handmade,eco","Premium Yoga Mat by HandyGifts. A great gift for girls in the young_adult age group. Practical, stylish and long-lasting.",HandyGifts,girls,young_adult,20,35,3.92,387,2025-06-15
138835,Portable Fairy Lights,Gardening & Decor,Fairy Lights,1383.25,INR,"fairy_lights,gardening_&_decor,valentine,portable,handmade",Portable Fairy Lights is crafted with care by BrightHome. A delightful present for adult who loves fairy lights.,BrightHome,unisex,adult,36,60,5.0,399,2025-01-08
138836,Premium Wallet,Fashion Accessories,Wallet,2144.54,INR,"wallet,fashion_accessories,travel,valentine,gift",GlowUp presents the Premium Wallet. Perfect for birthdays and special occasions. Compact and easy to carry.,GlowUp,unisex,adult,36,60,4.14,440,2025-06-02
138837,Stylish Perfume,Beauty & Personal Care,Perfume,85.6,INR,"perfume,beauty_&_personal_care,birthday,budget,for-her",Stylish Perfume is crafted with care by PowerGo. A delightful present for senior who loves perfume.,PowerGo,unisex,senior,61,100,2.85,391,2025-01-08
138838,Handcrafted Photo Frame,Home & Kitchen,Photo Frame,2250.68,INR,"photo_frame,home_&_kitchen,birthday,eco,travel","Give the Handcrafted Photo Frame as a thoughtful gift — high-quality, well-designed and ideal for unisex.",PowerGo,unisex,young_adult,20,35,5.0,455,2025-09-09
138839,Minimal Sticky Notes,Stationery,Sticky Notes,50.0,INR,"sticky_notes,stationery,custom,home,for-kids",WriteWell presents the Minimal Sticky Notes. Perfect for birthdays and special occasions. Compact and easy to carry.,WriteWell,boys,senior,61,100,3.42,500,2025-08-21
138840,Minimal Skincare Set,Beauty & Personal Care,Skincare Set,351.06,INR,"skincare_set,beauty_&_personal_care,office,home,birthday","Give the Minimal Skincare Set as a thoughtful gift — high-quality, well-designed and ideal for boys.",PeakActive,boys,adult,36,60,3.86,204,2025-04-26
138841,Deluxe Notebooks,Stationery,Notebooks,756.93,INR,"notebooks,stationery,anniversary,festival,eco","Deluxe Notebooks by WriteWell. A great gift for boys in the adult age group. Practical, stylish and long-lasting.",WriteWell,boys,adult,36,60,4.0,318,2025-08-24
138842,Handcrafted Cookbook,Books,Cookbook,1277.99,INR,"cookbook,books,for-her,for-him,portable",Handcrafted Cookbook is crafted with care by SparkModa. A delightful present for senior who loves cookbook.,SparkModa,girls,senior,61,100,4.0,346,2025-04-20
138843,Deluxe Fiction,Books,Fiction,50.0,INR,"fiction,books,eco,for-kids,travel","Give the Deluxe Fiction as a thoughtful gift — high-quality, well-designed and ideal for unisex.",FrameArt,unisex,child,3,12,3.77,435,2025-09-11
138844,Deluxe Yoga Mat,Fitness & Sports,Yoga Mat,1446.12,INR,"yoga_mat,fitness_&_sports,handmade,for-her,portable","Deluxe Yoga Mat by ShineCraft. A great gift for unisex in the child age group. Practical, stylish and long-lasting.",ShineCraft,unisex,child,3,12,3.91,67,2025-10-19
138845,Colorful Pen Set,Stationery,Pen Set,70.19,INR,"pen_set,stationery,for-kids,luxury,handmade",Colorful Pen Set is crafted with care by SparkModa. A delightful present for young_adult who loves pen set.,SparkModa,boys,young_adult,20,35,4.56,155,2025-06-06
138846,Compact Tie,Fashion Accessories,Tie,730.73,INR,"tie,fashion_accessories,travel,festival,budget",HandyGifts presents the Compact Tie. Perfect for birthdays and special occasions. Compact and easy to carry.,HandyGifts,girls,senior,61,100,4.29,77,2025-07-26
138847,Comfort Chocolate Box,Food & Beverages,Chocolate Box,282.56,INR,"chocolate_box,food_&_beverages,festival,budget,for-her","Give the Comfort Chocolate Box as a thoughtful gift — high-quality, well-designed and ideal for unisex.",CalmScents,unisex,adult,36,60,4.87,309,2025-02-20
138848,Slim Earrings,Jewelry,Earrings,386.74,INR,"earrings,jewelry,custom,luxury,valentine",SoundX presents the Slim Earrings. Perfect for birthdays and special occasions. Compact and easy to carry.,SoundX,unisex,teen,13,19,4.02,458,2025-02-25
138849,Modern DIY Kit,Toys & Games,DIY Kit,354.16,INR,"diy_kit,toys_&_games,valentine,handmade,for-him","Give the Modern DIY Kit as a thoughtful gift — high-quality, well-designed and ideal for girls.",HandyGifts,girls,adult,36,60,4.3,84,2025-04-01
